sample_label,sample_label_es,n_participants,boot_id,model_type,model_label,formula,status,error_message,warnings,n_rows,n_unique_participants,AIC,BIC,logLik,n_terms_with_p,n_significant_terms
political_bootstrap,bootstrap político,339,34,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,793,339,1750.089726554724,1890.3644232037693,-845.044863277362,0,0
political_bootstrap,bootstrap político,339,34,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",793,339,1761.0568065746525,1957.4413818833161,-838.5284032873262,0,0
political_bootstrap,bootstrap político,329,35,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,782,329,1721.0918162452072,1749.062944688479,-854.5459081226036,5,2
political_bootstrap,bootstrap político,329,35,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,782,329,1724.8466587986868,1794.7744799068664,-847.4233293993434,14,3
political_bootstrap,bootstrap político,329,35,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,782,329,1727.7960066059154,1867.6516488222746,-833.8980033029577,0,0
political_bootstrap,bootstrap político,329,35,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",782,329,1729.0816307817306,1924.8795298846337,-822.5408153908653,0,0
political_bootstrap,bootstrap político,332,36,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,773,332,1696.534042477478,1724.4357167690025,-842.267021238739,5,2
political_bootstrap,bootstrap político,332,36,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,773,332,1705.6300992787615,1775.3842850075728,-837.8150496393807,0,0
political_bootstrap,bootstrap político,332,36,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,773,332,1703.6038710816817,1843.1122425393044,-821.8019355408409,0,0
political_bootstrap,bootstrap político,332,36,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,,773,332,1714.6026971326794,1905.2641381247636,-816.3013485663397,40,4
political_bootstrap,bootstrap político,332,37,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,753,332,1650.595178789712,1678.3395701565114,-819.297589394856,5,2
political_bootstrap,bootstrap político,332,37,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,753,332,1651.5742227819785,1720.935201198977,-810.7871113909893,0,0
political_bootstrap,bootstrap político,332,37,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,753,332,1654.580531418593,1793.3024882525897,-797.2902657092965,29,3
political_bootstrap,bootstrap político,332,37,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",753,332,1667.7126555427594,1861.923395110355,-791.8563277713797,0,0
political_bootstrap,bootstrap político,337,38,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,790,337,1736.6281769767572,1764.6603746495236,-862.3140884883786,0,0
political_bootstrap,bootstrap político,337,38,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,790,337,1745.1674919787595,1815.2479861606755,-857.5837459893797,14,3
political_bootstrap,bootstrap político,337,38,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,790,337,1737.1280144411471,1877.2890028049792,-838.5640072205736,29,6
political_bootstrap,bootstrap político,337,38,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",790,337,1747.3392197539165,1943.5646034632814,-831.6696098769582,0,0
political_bootstrap,bootstrap político,337,39,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,762,337,1673.3728790385696,1701.1885583726896,-830.6864395192848,5,2
political_bootstrap,bootstrap político,337,39,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,762,337,1676.1426056633218,1745.6818039986215,-823.0713028316609,14,3
political_bootstrap,bootstrap político,337,39,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,762,337,1667.373735450798,1806.4521321213974,-803.686867725399,0,0
political_bootstrap,bootstrap político,337,39,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",762,337,1672.3637928235457,1867.073548162385,-794.1818964117729,0,0
political_bootstrap,bootstrap político,339,40,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,778,339,1713.359644361428,1741.3000035064983,-850.679822180714,5,2
political_bootstrap,bootstrap político,339,40,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,778,339,1722.6039382119195,1792.4548360745953,-846.3019691059598,14,2
political_bootstrap,bootstrap político,339,40,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,778,339,1729.9723845510139,1869.6741802763656,-834.9861922755069,0,0
political_bootstrap,bootstrap político,339,40,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,,778,339,1741.6599996396685,1932.5857871309827,-829.8299998198343,40,4
political_bootstrap,bootstrap político,330,41,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,752,330,1652.8895959155996,1680.6260138592986,-820.4447979577998,0,0
political_bootstrap,bootstrap político,330,41,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,752,330,1656.1707633451615,1725.5118082044091,-813.0853816725808,14,3
political_bootstrap,bootstrap político,330,41,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,752,330,1658.3339020956596,1797.0159918141549,-799.1669510478298,0,0
political_bootstrap,bootstrap político,330,41,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",752,330,1663.2828812193977,1857.4378068252909,-789.6414406096989,41,10
political_bootstrap,bootstrap político,334,42,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,791,334,1733.9682911223276,1762.0080789289336,-860.9841455611638,5,2
political_bootstrap,bootstrap político,334,42,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,791,334,1734.5897686077772,1804.689238124292,-852.2948843038886,14,4
political_bootstrap,bootstrap político,334,42,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",791,334,1730.294044407826,1870.4929834408556,-835.147022203913,0,0
political_bootstrap,bootstrap político,334,42,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",791,334,1742.0448707178093,1938.3233853640509,-829.0224353589047,0,0
political_bootstrap,bootstrap político,331,43,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,748,331,1641.6265593926955,1669.3309772605423,-814.8132796963478,5,2
political_bootstrap,bootstrap político,331,43,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,748,331,1653.6525943532818,1722.913639022899,-811.8262971766409,0,0
political_bootstrap,bootstrap político,331,43,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,748,331,1653.990250401585,1792.5123397408192,-796.9951252007925,29,7
political_bootstrap,bootstrap político,331,43,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,,748,331,1653.4924185168127,1847.4233435917408,-784.7462092584063,0,0
political_bootstrap,bootstrap político,330,44,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,760,330,1668.3313493297055,1696.1312599293879,-828.1656746648528,5,2
political_bootstrap,bootstrap político,330,44,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,760,330,1666.3907240012595,1735.8905005004651,-818.1953620006298,14,4
political_bootstrap,bootstrap político,330,44,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,760,330,1666.7936713267686,1805.7932243251798,-803.3968356633843,0,0
political_bootstrap,bootstrap político,330,44,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",760,330,1679.053262104188,1873.6526363019639,-797.526631052094,0,0
political_bootstrap,bootstrap político,336,45,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,789,336,1730.850002110998,1758.8746000360734,-859.425001055499,0,0
political_bootstrap,bootstrap político,336,45,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,789,336,1740.1462536807273,1810.2077484934155,-855.0731268403637,0,0
political_bootstrap,bootstrap político,336,45,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,789,336,1750.5570799779114,1890.6800696032876,-845.2785399889557,0,0
political_bootstrap,bootstrap político,336,45,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,,789,336,1768.347556142289,1964.5197416178157,-842.1737780711445,0,0
political_bootstrap,bootstrap político,329,46,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,737,329,1619.0926590617144,1646.7081864148504,-803.5463295308572,0,0
political_bootstrap,bootstrap político,329,46,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,737,329,1633.1825801795326,1702.2213985623725,-801.5912900897663,0,0
political_bootstrap,bootstrap político,329,46,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,737,329,1624.989844099312,1763.0674808649921,-782.494922049656,29,5
political_bootstrap,bootstrap político,329,46,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",737,329,1635.2010084439792,1828.5096999159314,-775.6005042219896,0,0
political_bootstrap,bootstrap político,326,47,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,777,326,1712.2719195201514,1740.2045616223572,-850.1359597600757,0,0
political_bootstrap,bootstrap político,326,47,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,777,326,1715.830492452679,1785.6620977081936,-842.9152462263395,0,0
political_bootstrap,bootstrap político,326,47,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,777,326,1713.0202569628786,1852.683467473908,-826.5101284814393,0,0
political_bootstrap,bootstrap político,326,47,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",777,326,1720.4708814672542,1911.3439358323278,-819.2354407336271,0,0
political_bootstrap,bootstrap político,339,48,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,777,339,1704.326464258846,1732.2591063610519,-846.163232129423,0,0
political_bootstrap,bootstrap político,339,48,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,777,339,1708.9850153432917,1778.8166205988064,-839.4925076716459,14,4
political_bootstrap,bootstrap político,339,48,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",777,339,1685.0171370250287,1824.680347536058,-812.5085685125143,0,0
political_bootstrap,bootstrap político,339,48,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",777,339,1687.5513480201923,1883.0798427356335,-801.7756740100962,0,0
political_bootstrap,bootstrap político,333,49,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,756,333,1662.2690710524419,1690.037319309519,-825.1345355262209,0,0
political_bootstrap,bootstrap político,333,49,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,756,333,1660.9411469078575,1730.3617675505504,-815.4705734539288,0,0
political_bootstrap,bootstrap político,333,49,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,756,333,1666.385518673993,1805.2267599593788,-803.1927593369965,0,0
political_bootstrap,bootstrap político,333,49,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",756,333,1670.4791966397204,1864.8569344392608,-793.2395983198602,0,0
political_bootstrap,bootstrap político,332,50,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,750,332,1647.337239793017,1675.057679032199,-817.6686198965085,0,0
political_bootstrap,bootstrap político,332,50,M1,M1: arquetipo + dimensiones,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),ok,NA,,750,332,1651.8000812742005,1721.101179372156,-810.9000406371002,0,0
political_bootstrap,bootstrap político,332,50,M2_REDUCED,M2 reducido: interacciones teóricas,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + macro_archetype_5:(z_STIMULATION +      z_PHYSIOLOGICAL + z_FINANCIAL + z_AUTONOMY + z_MEANING) +      (1 | participant_id),ok,NA,,750,332,1658.0828030187688,1796.6849992146795,-799.0414015093844,29,6
political_bootstrap,bootstrap político,332,50,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),ok,NA,"(1) Hessian is numerically singular: parameters are not uniquely determined 
In addition: Absolute convergence criterion was met, but relative criterion was not met",750,332,1666.8756281379247,1860.9187028121996,-791.4378140689623,0,0
political_bootstrap,bootstrap político,339,51,M0,M0: solo arquetipo,adoption_stage ~ macro_archetype_5 + (1 | participant_id),ok,NA,,786,339,1728.433871389831,1756.4356121444062,-858.2169356949155,5,2
